10.12.2023                                                                                                                                                                                                                                                                                              Salida dinámica de lista                                                                                                                                                                                                                                                                                                     1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lista de pedidos

Solicitante 0000055464
            COMERCIAL KYWI S.A.
            QUITO
Fecha doc.  10.11.2023     A    10.12.2023
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|  Documento|Nombre 1           |Pos.|Destinatario       |Destino        |Rep.|CDis|CPag|Prc.neto|Denominación                            |Ctd.conf.|Creado |ClVt|Pedido  |Fecha doc.|Pedido  |Lote|Fe.entrega|Status            |Válido de |Ce. |UMB|Validez a |BF|Solic.|Tp.cambio|Ctd.ped.|Alm.|BqEn|Material      |Prec.Clien|P|UM|MonCd|por|UM| Valor neto|      Neto|Se|S|OfVta|GVen|OrgVt|UM|PsEx|Sal.mcías.|Mon.|Ctd.ped.|Denom.|MoPed|MR|PbP|Dir.sol.|Tp.DC|D/H|Fe.precio |UMB|PUFinal|% Cond|Sal.Cont A|UPA|Creado el |Net Sa CA|Hora    |MonP.|Fac.SAP.|Num.SII.|CPagDesc|FeFac|FechasFacturac         |LP|ListaPrec   |GP|
|  4021430  |COMERCIAL KYWI S.A.| 920|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   5,43 |Asiento Aragon Redondo Blanco           |     140 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    140 |    |    |SP0098021301CG|          | |  |     | 1 |UN|299.738,32 |   760,20 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    140 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 930|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   5,43 |Asiento Aragon Redondo Pink SE          |      35 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     35 |    |    |SP0098020481CG|          | |  |     | 1 |UN|299.738,32 |   190,05 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     35 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 940|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   5,43 |Asiento Aragon Redondo Verde Teal SE    |      28 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     28 |    |    |SP0098020611CG|          | |  |     | 1 |UN|299.738,32 |   152,04 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     28 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 950|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   5,43 |Asiento Aragon Redondo Navy Blue SE     |      56 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     56 |    |    |SP0098028501CG|          | |  |     | 1 |UN|299.738,32 |   304,08 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     56 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 960|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   6,97 |Asiento Aragón Elongado Blanco          |      90 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     90 |    |    |SP0098031301CG|          | |  |     | 1 |UN|299.738,32 |   627,30 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     90 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 970|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  44,89 |Fuente Reggio Blanco                    |      30 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     30 |    |    |SS0056911301CW|          | |  |     | 1 |UN|299.738,32 | 1.346,70 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     30 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 980|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  58,91 |Fuente Square Slim Blanco               |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SSY068951301CE|          | |  |     | 1 |UN|299.738,32 |   589,10 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.| 990|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  42,33 |Fuente Oval Slim Blanca                 |      20 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     20 |    |    |SSY068971301CE|          | |  |     | 1 |UN|299.738,32 |   846,60 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     20 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1000|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  25,47 |Vanitorio Oakbrook Blanco               |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |CS0065901301CW|          | |  |     | 1 |UN|299.738,32 |   611,28 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1010|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   8,95 |Lavamanos Andes Blanco                  |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |CS0055611301CE|          | |  |     | 1 |UN|299.738,32 |   214,80 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1020|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  18,85 |Lavamanos Andes C/P Blanco              |      48 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     48 |    |    |JS0055611301CE|          | |  |     | 1 |UN|299.738,32 |   904,80 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     48 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1030|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Lavamanos Andes Blanco                  |      48 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     48 |    |    |CS0055611301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     48 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1040|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Pedestal Standard Blanco                |      48 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     48 |    |    |SS0066031301CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     48 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1050|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  19,74 |Lavamanos Andes C/P Bone                |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |JS0055617331CE|          | |  |     | 1 |UN|299.738,32 |   473,76 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1060|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Lavamanos Andes Bone                    |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |CS0055617331CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1070|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   0,00 |Pedestal Standard Bone                  |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |SS0066037331CE|          | |  |     | 1 |UN|299.738,32 |     0,00 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1080|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  56,00 |Fuente Aria Medium Blanco               |      10 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|no suministrado   |          |2501|UN |31.12.9999|  |55464 |  1,00000|     10 |    |    |SSY068281301CB|          | |  |     | 1 |UN|299.738,32 |   560,00 |50|A|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     10 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1090|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  38,41 |Fuente Oasis Slim Blanco                |      20 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     20 |    |    |SS0050271301CE|          | |  |     | 1 |UN|299.738,32 |   768,20 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     20 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1100|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   9,57 |Lavamanos Shelby Bone                   |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |CS0057107331CE|          | |  |     | 1 |UN|299.738,32 |   229,68 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1110|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   4,45 |Shelby ABS Llave Sencilla para Lavamanos|      96 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     96 |    |    |SG0074013061BO|          | |  |     | 1 |UN|299.738,32 |   427,20 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     96 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1120|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   4,29 |Cross ABS Llave Sencilla para Lavamanos |     192 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    192 |    |    |SG0074023061BO|          | |  |     | 1 |UN|299.738,32 |   823,68 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    192 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1130|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  30,94 |Shelby JgO Ducha Mezcladora S/Regadera  |      12 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     12 |    |    |SG0090323061CE|          | |  |     | 1 |UN|299.738,32 |   371,28 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     12 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1140|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  92,40 |Briggs Sense Llave Baja para Lavamanos  |       8 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|no suministrado   |          |2501|UN |31.12.9999|  |55464 |  1,00000|      8 |    |    |SG0079703061CW|          | |  |     | 1 |UN|299.738,32 |   739,20 |54|A|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |      8 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1150|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  33,46 |Chromatic Monomando Cocina Cromo        |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |SG0057933061CE|          | |  |     | 1 |UN|299.738,32 |   803,04 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1160|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  20,21 |Cromatic Manguera Negra                 |      50 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     50 |    |    |SG0057943061CE|          | |  |     | 1 |UN|299.738,32 | 1.010,50 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     50 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1170|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  34,68 |Corvus Monomando de Cocina Cromo        |      24 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     24 |    |    |SG0059443061CE|          | |  |     | 1 |UN|299.738,32 |   832,32 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     24 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1180|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  23,96 |Barra de Apoyo Mediana                  |      60 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     60 |    |    |SC0026593061CW|          | |  |     | 1 |UN|299.738,32 | 1.437,60 |55|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     60 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1190|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  16,20 |Asiento Forli EF Blanco Slow Down       |     120 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    120 |    |    |SP0096891301CG|          | |  |     | 1 |UN|299.738,32 | 1.944,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    120 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1200|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  16,20 |Asiento Forli EF Bone Slow Down         |      30 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     30 |    |    |SP0096897331CG|          | |  |     | 1 |UN|299.738,32 |   486,00 |51|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     30 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1210|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  49,13 |Porto Monomando Alto Lavamanos Agua Fría|      60 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     60 |    |    |SG0087553061CE|          | |  |     | 1 |UN|299.738,32 | 2.947,80 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     60 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1220|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  13,53 |Color-in Manguera Rojo                  |     120 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    120 |    |    |SG0087069901CE|          | |  |     | 1 |UN|299.738,32 | 1.623,60 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    120 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1230|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|   9,81 |Cuerpo Pared Cocina Shelby              |     360 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    360 |    |    |SG0060033061BO|          | |  |     | 1 |UN|299.738,32 | 3.531,60 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    360 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1240|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  13,98 |Color-in Manguera Negra                 |     240 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    240 |    |    |SG0087040161CE|          | |  |     | 1 |UN|299.738,32 | 3.355,20 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    240 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1250|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  12,55 |Color-in Manguera Gris                  |     180 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|entregar parcialm.|          |2501|UN |31.12.9999|  |55464 |  1,00000|    180 |    |    |SG0087050001CE|          | |  |     | 1 |UN|299.738,32 | 2.259,00 |54|B|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    180 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1260|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  11,49 |Flex-in Manguera Flexible               |      72 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     72 |    |    |SG0087073061CE|          | |  |     | 1 |UN|299.738,32 |   827,28 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     72 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1270|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  10,78 |Cuerpo Mesa Cocina Shelby               |     180 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|    180 |    |    |SG0060043061BO|          | |  |     | 1 |UN|299.738,32 | 1.940,40 |54|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |    180 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
|  4021430  |COMERCIAL KYWI S.A.|1280|COMERCIAL KYWI S.A.|PICHINCHA-QUITO|   1|C4  |Z030|  34,68 |Urinario Bolton Blanco                  |      54 |GGARCIA|YTA |A1035719|07.12.2023|A1035719|    |11.12.2023|concluido/a       |          |2501|UN |31.12.9999|  |55464 |  1,00000|     54 |    |    |CS0065921301CE|          | |  |     | 1 |UN|299.738,32 | 1.872,72 |50|C|EC01 |500 |ED01 |UN|Y248|11.12.2023|USD |     54 |      |     |  |100|176966  |C    |   |07.12.2023|   |  0,00 | 0,00 |        0 |   |07.12.2023|    0,00 |10:19:37|     |        |        |30 días |YU   |Calendario 365 Dhábiles|Y1|Vta.Normales|Y5|
